season_number,episode_number,contestant_id,contestant_name,episode_placement
2,3,19,Tatianna,SAFE
2,3,20,Pandora Boxx,HIGH
2,3,17,Jessica Wild,HIGH
2,3,14,Sahara Davenport,SAFE
2,3,15,Morgan McMichaels,SAFE
2,3,18,Sonique,SAFE
2,3,16,Mystique Summers Madison,ELIM
2,4,21,Tyra Sanchez,SAFE
2,4,12,Raven,SAFE
2,4,13,Jujubee,LOW
2,4,19,Tatianna,WIN
2,4,20,Pandora Boxx,HIGH
2,4,17,Jessica Wild,SAFE
2,4,14,Sahara Davenport,SAFE
2,4,15,Morgan McMichaels,BTM2
2,4,18,Sonique,ELIM
2,5,21,Tyra Sanchez,WIN
2,5,12,Raven,HIGH
2,5,13,Jujubee,HIGH
2,5,19,Tatianna,SAFE
2,5,20,Pandora Boxx,LOW
2,5,17,Jessica Wild,HIGH
2,5,14,Sahara Davenport,BTM2
2,5,15,Morgan McMichaels,ELIM
2,6,21,Tyra Sanchez,LOW
2,6,12,Raven,HIGH
2,6,13,Jujubee,BTM2
2,6,19,Tatianna,SAFE
2,6,20,Pandora Boxx,HIGH
2,6,17,Jessica Wild,WIN
2,6,14,Sahara Davenport,ELIM
2,7,21,Tyra Sanchez,HIGH
2,7,12,Raven,WIN
2,7,13,Jujubee,HIGH
2,7,19,Tatianna,BTM2
2,7,20,Pandora Boxx,LOW
2,7,17,Jessica Wild,ELIM
2,8,21,Tyra Sanchez,HIGH
2,8,12,Raven,WIN
2,8,13,Jujubee,BTM2
2,8,19,Tatianna,HIGH
2,8,20,Pandora Boxx,ELIM
2,9,21,Tyra Sanchez,WIN
2,9,12,Raven,HIGH
2,9,13,Jujubee,BTM2
2,9,19,Tatianna,ELIM
2,11,21,Tyra Sanchez,Winner
2,11,12,Raven,Runner-up
2,11,13,Jujubee,Eliminated
2,12,21,Tyra Sanchez,Guest
2,12,12,Raven,Guest
2,12,13,Jujubee,Guest
2,12,19,Tatianna,Guest
2,12,20,Pandora Boxx,Miss C
2,12,17,Jessica Wild,Guest
2,12,14,Sahara Davenport,Guest
2,12,15,Morgan McMichaels,Guest
2,12,18,Sonique,Guest
2,12,16,Mystique Summers Madison,Guest
2,12,10,Nicole Paige Brooks,Guest
2,12,11,Shangela Laquifa Wadley,Guest
3,2,33,Raja,WIN
3,2,25,Manila Luzon,HIGH
3,2,30,Alexis Mateo,SAFE
3,2,28,Yara Sofia,SAFE
3,2,23,Carmen Carrera,LOW
3,2,34,Shangela,BTM2
3,2,22,Delta Work,SAFE
3,2,26,Stacy Layne Matthews,SAFE
3,2,29,Mariah,SAFE
3,2,31,India Ferrah,SAFE
3,2,32,Mimi Imfurst,HIGH
3,2,24,Phoenix,SAFE
3,2,27,Venus D-Lite,ELIM
3,3,33,Raja,SAFE
3,3,25,Manila Luzon,SAFE
3,3,30,Alexis Mateo,WIN
3,3,28,Yara Sofia,HIGH
3,3,23,Carmen Carrera,LOW
3,3,34,Shangela,WIN
3,3,22,Delta Work,BTM2
3,3,26,Stacy Layne Matthews,HIGH
3,3,29,Mariah,HIGH
3,3,31,India Ferrah,SAFE
3,3,32,Mimi Imfurst,HIGH
3,3,24,Phoenix,ELIM
3,4,33,Raja,SAFE
3,4,25,Manila Luzon,SAFE
3,4,30,Alexis Mateo,WIN
3,4,28,Yara Sofia,HIGH
3,4,23,Carmen Carrera,SAFE
3,4,34,Shangela,SAFE
3,4,22,Delta Work,SAFE
3,4,26,Stacy Layne Matthews,HIGH
3,4,29,Mariah,LOW
3,4,31,India Ferrah,BTM2
3,4,32,Mimi Imfurst,ELIM
3,5,33,Raja,SAFE
3,5,25,Manila Luzon,WIN
3,5,30,Alexis Mateo,SAFE
3,5,28,Yara Sofia,SAFE
3,5,23,Carmen Carrera,SAFE
3,5,34,Shangela,HIGH
3,5,22,Delta Work,SAFE
3,5,26,Stacy Layne Matthews,BTM2
3,5,29,Mariah,LOW
3,5,31,India Ferrah,ELIM
3,6,33,Raja,HIGH
3,6,25,Manila Luzon,SAFE
3,6,30,Alexis Mateo,HIGH
3,6,28,Yara Sofia,LOW
3,6,23,Carmen Carrera,SAFE
3,6,34,Shangela,SAFE
3,6,22,Delta Work,BTM2
3,6,26,Stacy Layne Matthews,WIN
3,6,29,Mariah,ELIM
3,7,33,Raja,WIN
3,7,25,Manila Luzon,HIGH
3,7,30,Alexis Mateo,BTM2
3,7,28,Yara Sofia,HIGH
3,7,23,Carmen Carrera,LOW
3,7,34,Shangela,LOW
3,7,22,Delta Work,HIGH
3,7,26,Stacy Layne Matthews,ELIM
3,8,33,Raja,HIGH
3,8,25,Manila Luzon,BTM2
3,8,30,Alexis Mateo,SAFE
3,8,28,Yara Sofia,HIGH
3,8,23,Carmen Carrera,HIGH
3,8,34,Shangela,WIN
3,8,22,Delta Work,ELIM
3,9,33,Raja,LOW
3,9,25,Manila Luzon,LOW
3,9,30,Alexis Mateo,WIN
3,9,28,Yara Sofia,BTM2
3,9,23,Carmen Carrera,BTM2
3,9,34,Shangela,SAFE
3,10,33,Raja,WIN
3,10,25,Manila Luzon,HIGH
3,10,30,Alexis Mateo,LOW
3,10,28,Yara Sofia,SAFE
3,10,23,Carmen Carrera,ELIM
3,10,34,Shangela,BTM2
3,11,33,Raja,HIGH
3,11,25,Manila Luzon,HIGH
3,11,30,Alexis Mateo,BTM2
3,11,28,Yara Sofia,WIN
3,11,34,Shangela,ELIM
3,12,33,Raja,BTM2
3,12,25,Manila Luzon,WIN
3,12,30,Alexis Mateo,HIGH
3,12,28,Yara Sofia,SAFE
3,12,23,Carmen Carrera,ELIM
3,13,33,Raja,HIGH
3,13,25,Manila Luzon,WIN
3,13,30,Alexis Mateo,BTM2
3,13,28,Yara Sofia,ELIM
3,15,33,Raja,Winner
3,15,25,Manila Luzon,Runner-up
3,15,30,Alexis Mateo,Eliminated
3,16,33,Raja,Guest
3,16,25,Manila Luzon,Guest
3,16,30,Alexis Mateo,Guest
3,16,28,Yara Sofia,Miss C
3,16,23,Carmen Carrera,Guest
3,16,34,Shangela,Guest
3,16,22,Delta Work,Guest
3,16,26,Stacy Layne Matthews,Guest
3,16,29,Mariah,Guest
3,16,31,India Ferrah,Guest
3,16,32,Mimi Imfurst,Guest
3,16,24,Phoenix,Guest
3,16,27,Venus D-Lite,Guest
4,1,46,Sharon Needles,WIN
4,1,45,Chad Michaels,SAFE
4,1,38,Phi Phi O'Hara,SAFE
4,1,47,Latrice Royale,SAFE
4,1,44,Kenya Michaels,LOW
4,1,42,DiDa Ritz,SAFE
4,1,35,Willam,SAFE
4,1,37,Jiggly Caliente,BTM2
4,1,40,Milan,SAFE
4,1,39,Madame LaQueer,SAFE
4,1,43,The Princess,HIGH
4,1,36,Lashauwn Beyond,HIGH
4,1,41,Alisa Summers,ELIM
4,2,46,Sharon Needles,HIGH
4,2,45,Chad Michaels,WIN
4,2,38,Phi Phi O'Hara,SAFE
4,2,47,Latrice Royale,SAFE
4,2,44,Kenya Michaels,SAFE
4,2,42,DiDa Ritz,LOW
4,2,35,Willam,SAFE
4,2,37,Jiggly Caliente,SAFE
4,2,40,Milan,HIGH
4,2,39,Madame LaQueer,WIN
4,2,43,The Princess,BTM2
4,2,36,Lashauwn Beyond,ELIM
4,3,46,Sharon Needles,WIN
4,3,45,Chad Michaels,HIGH
4,3,38,Phi Phi O'Hara,SAFE
4,3,47,Latrice Royale,SAFE
4,3,44,Kenya Michaels,HIGH
4,3,42,DiDa Ritz,BTM2
4,3,35,Willam,SAFE
4,3,37,Jiggly Caliente,SAFE
4,3,40,Milan,SAFE
4,3,39,Madame LaQueer,LOW
4,3,43,The Princess,ELIM
4,4,46,Sharon Needles,SAFE
4,4,45,Chad Michaels,HIGH
4,4,38,Phi Phi O'Hara,HIGH
4,4,47,Latrice Royale,WIN
4,4,44,Kenya Michaels,LOW
4,4,42,DiDa Ritz,SAFE
4,4,35,Willam,HIGH
4,4,37,Jiggly Caliente,HIGH
4,4,40,Milan,BTM2
4,4,39,Madame LaQueer,ELIM
4,5,46,Sharon Needles,HIGH
4,5,45,Chad Michaels,WIN
4,5,38,Phi Phi O'Hara,LOW
4,5,47,Latrice Royale,SAFE
4,5,44,Kenya Michaels,ELIM
4,5,42,DiDa Ritz,SAFE
4,5,35,Willam,HIGH
4,5,37,Jiggly Caliente,SAFE
4,5,40,Milan,BTM2
4,6,46,Sharon Needles,SAFE
4,6,45,Chad Michaels,SAFE
4,6,38,Phi Phi O'Hara,HIGH
4,6,47,Latrice Royale,HIGH
4,6,42,DiDa Ritz,LOW
4,6,35,Willam,WIN
4,6,37,Jiggly Caliente,BTM2
4,6,40,Milan,ELIM
4,7,46,Sharon Needles,HIGH
4,7,45,Chad Michaels,LOW
4,7,38,Phi Phi O'Hara,WIN
4,7,47,Latrice Royale,LOW
4,7,42,DiDa Ritz,SAFE
4,7,35,Willam,BTM2
4,7,37,Jiggly Caliente,ELIM
4,8,46,Sharon Needles,BTM2
4,8,45,Chad Michaels,SAFE
4,8,38,Phi Phi O'Hara,BTM2
4,8,47,Latrice Royale,WIN
4,8,42,DiDa Ritz,SAFE
4,8,35,Willam,DISQ
4,9,46,Sharon Needles,WIN
4,9,45,Chad Michaels,HIGH
4,9,38,Phi Phi O'Hara,LOW
4,9,47,Latrice Royale,BTM2
4,9,42,DiDa Ritz,ELIM
4,10,46,Sharon Needles,LOW
4,10,45,Chad Michaels,HIGH
4,10,38,Phi Phi O'Hara,WIN
4,10,47,Latrice Royale,BTM2
4,10,44,Kenya Michaels,ELIM
4,11,46,Sharon Needles,WIN
4,11,45,Chad Michaels,BTM2
4,11,38,Phi Phi O'Hara,HIGH
4,11,47,Latrice Royale,ELIM
4,13,46,Sharon Needles,SAFE
4,13,45,Chad Michaels,SAFE
4,13,38,Phi Phi O'Hara,SAFE
4,14,46,Sharon Needles,Winner
4,14,45,Chad Michaels,Runner-up
4,14,38,Phi Phi O'Hara,Runner-up
4,14,47,Latrice Royale,Miss C
4,14,44,Kenya Michaels,Guest
4,14,42,DiDa Ritz,Guest
4,14,35,Willam,Guest
4,14,37,Jiggly Caliente,Guest
4,14,40,Milan,Guest
4,14,39,Madame LaQueer,Guest
4,14,43,The Princess,Guest
4,14,36,Lashauwn Beyond,Guest
4,14,41,Alisa Summers,Guest
5,1,53,Jinkx Monsoon,SAFE
5,1,56,Alaska,HIGH
5,1,49,Roxxxy Andrews,WIN
5,1,48,Detox,SAFE
5,1,61,Coco Montrese,SAFE
5,1,52,Alyssa Edwards,SAFE
5,1,58,Ivy Winters,HIGH
5,1,50,Jade Jolie,LOW
5,1,60,Lineysha Sparx,HIGH
5,1,57,Honey Mahogany,SAFE
5,1,55,Vivienne Pinay,SAFE
5,1,59,Monica Beverly Hillz,SAFE
5,1,51,Serena ChaCha,BTM2
5,1,54,Penny Tration,ELIM
5,2,53,Jinkx Monsoon,SAFE
5,2,56,Alaska,SAFE
5,2,49,Roxxxy Andrews,SAFE
5,2,48,Detox,SAFE
5,2,61,Coco Montrese,SAFE
5,2,52,Alyssa Edwards,SAFE
5,2,58,Ivy Winters,HIGH
5,2,50,Jade Jolie,SAFE
5,2,60,Lineysha Sparx,WIN
5,2,57,Honey Mahogany,HIGH
5,2,55,Vivienne Pinay,HIGH
5,2,59,Monica Beverly Hillz,BTM2
5,2,51,Serena ChaCha,ELIM
5,3,53,Jinkx Monsoon,HIGH
5,3,56,Alaska,LOW
5,3,49,Roxxxy Andrews,HIGH
5,3,48,Detox,WIN
5,3,61,Coco Montrese,BTM2
5,3,52,Alyssa Edwards,SAFE
5,3,58,Ivy Winters,SAFE
5,3,50,Jade Jolie,SAFE
5,3,60,Lineysha Sparx,SAFE
5,3,57,Honey Mahogany,SAFE
5,3,55,Vivienne Pinay,LOW
5,3,59,Monica Beverly Hillz,ELIM
5,4,53,Jinkx Monsoon,HIGH
5,4,56,Alaska,SAFE
5,4,49,Roxxxy Andrews,LOW
5,4,48,Detox,SAFE
5,4,61,Coco Montrese,SAFE
5,4,52,Alyssa Edwards,WIN
5,4,58,Ivy Winters,HIGH
5,4,50,Jade Jolie,SAFE
5,4,60,Lineysha Sparx,SAFE
5,4,57,Honey Mahogany,ELIM
5,4,55,Vivienne Pinay,ELIM
5,5,53,Jinkx Monsoon,WIN
5,5,56,Alaska,HIGH
5,5,49,Roxxxy Andrews,HIGH
5,5,48,Detox,BTM2
5,5,61,Coco Montrese,SAFE
5,5,52,Alyssa Edwards,SAFE
5,5,58,Ivy Winters,LOW
5,5,50,Jade Jolie,SAFE
5,5,60,Lineysha Sparx,ELIM
5,6,53,Jinkx Monsoon,HIGH
5,6,56,Alaska,SAFE
5,6,49,Roxxxy Andrews,HIGH
5,6,48,Detox,SAFE
5,6,61,Coco Montrese,BTM2
5,6,52,Alyssa Edwards,LOW
5,6,58,Ivy Winters,WIN
5,6,50,Jade Jolie,ELIM
5,7,53,Jinkx Monsoon,HIGH
5,7,56,Alaska,HIGH
5,7,49,Roxxxy Andrews,BTM2
5,7,48,Detox,SAFE
5,7,61,Coco Montrese,WIN
