contestant_id,contestant_name,season_number,episode_number,season_outcome,episode_placement,episode_title,episode_airdate,episode_type,episode_maxi_challenge_type,contestant_entrance,age,hometown_city,hometown_state,handle_instagram,handle_twitter
58,Ivy Winters,5,1,7,HIGH,RuPaullywood or Bust,2013-01-28,Competition,Sewing,11,22,Greenville,Michigan,ivy_winters,Ivy_Winters
59,Monica Beverly Hillz,5,1,12,SAFE,RuPaullywood or Bust,2013-01-28,Competition,Sewing,12,27,Owensboro,Kentucky,monicabhillz,MonicaBHillz
60,Lineysha Sparx,5,1,9,HIGH,RuPaullywood or Bust,2013-01-28,Competition,Sewing,13,24,San Juan,Puerto Rico,lineyshasparx,LineyshaSparx
61,Coco Montrese,5,1,5,SAFE,RuPaullywood or Bust,2013-01-28,Competition,Sewing,14,37,Las Vegas,Nevada,theonlycocomontrese,cocomontrese
48,Detox,5,2,4,SAFE,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,1,27,Los Angeles,California,theonlydetox,TheOnlyDetox
49,Roxxxy Andrews,5,2,2,SAFE,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
50,Jade Jolie,5,2,8,SAFE,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,3,25,Gainesville,Florida,missjadejolie,QueenJadeJolie
51,Serena ChaCha,5,2,13,ELIM,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,4,21,Tallahassee,Florida,myron.morgan,SerenaChaCha
52,Alyssa Edwards,5,2,6,SAFE,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,5,32,Mesquite,Texas,alyssaedwards_1,AlyssaEdwards_1
53,Jinkx Monsoon,5,2,1,SAFE,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
55,Vivienne Pinay,5,2,10,HIGH,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,8,26,New York,New York,viviennepinay,ViviennePinay
56,Alaska,5,2,2,SAFE,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
57,Honey Mahogany,5,2,10,HIGH,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,10,29,San Francisco,California,honeymahogany,honeymahogany
58,Ivy Winters,5,2,7,HIGH,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,11,22,Greenville,Michigan,ivy_winters,Ivy_Winters
59,Monica Beverly Hillz,5,2,12,BTM2,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,12,27,Owensboro,Kentucky,monicabhillz,MonicaBHillz
60,Lineysha Sparx,5,2,9,WIN,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,13,24,San Juan,Puerto Rico,lineyshasparx,LineyshaSparx
61,Coco Montrese,5,2,5,SAFE,Lip Synch Eleganza Extravaganza,2013-02-04,Competition,Lipsync,14,37,Las Vegas,Nevada,theonlycocomontrese,cocomontrese
48,Detox,5,3,4,WIN,Draggle Rock,2013-02-11,Competition,Acting,1,27,Los Angeles,California,theonlydetox,TheOnlyDetox
49,Roxxxy Andrews,5,3,2,HIGH,Draggle Rock,2013-02-11,Competition,Acting,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
50,Jade Jolie,5,3,8,SAFE,Draggle Rock,2013-02-11,Competition,Acting,3,25,Gainesville,Florida,missjadejolie,QueenJadeJolie
52,Alyssa Edwards,5,3,6,SAFE,Draggle Rock,2013-02-11,Competition,Acting,5,32,Mesquite,Texas,alyssaedwards_1,AlyssaEdwards_1
53,Jinkx Monsoon,5,3,1,HIGH,Draggle Rock,2013-02-11,Competition,Acting,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
55,Vivienne Pinay,5,3,10,LOW,Draggle Rock,2013-02-11,Competition,Acting,8,26,New York,New York,viviennepinay,ViviennePinay
56,Alaska,5,3,2,LOW,Draggle Rock,2013-02-11,Competition,Acting,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
57,Honey Mahogany,5,3,10,SAFE,Draggle Rock,2013-02-11,Competition,Acting,10,29,San Francisco,California,honeymahogany,honeymahogany
58,Ivy Winters,5,3,7,SAFE,Draggle Rock,2013-02-11,Competition,Acting,11,22,Greenville,Michigan,ivy_winters,Ivy_Winters
59,Monica Beverly Hillz,5,3,12,ELIM,Draggle Rock,2013-02-11,Competition,Acting,12,27,Owensboro,Kentucky,monicabhillz,MonicaBHillz
60,Lineysha Sparx,5,3,9,SAFE,Draggle Rock,2013-02-11,Competition,Acting,13,24,San Juan,Puerto Rico,lineyshasparx,LineyshaSparx
61,Coco Montrese,5,3,5,BTM2,Draggle Rock,2013-02-11,Competition,Acting,14,37,Las Vegas,Nevada,theonlycocomontrese,cocomontrese
48,Detox,5,4,4,SAFE,Black Swan: Why It Gotta Be Black?,2013-02-18,Competition,Dancing,1,27,Los Angeles,California,theonlydetox,TheOnlyDetox
49,Roxxxy Andrews,5,4,2,LOW,Black Swan: Why It Gotta Be Black?,2013-02-18,Competition,Dancing,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
50,Jade Jolie,5,4,8,SAFE,Black Swan: Why It Gotta Be Black?,2013-02-18,Competition,Dancing,3,25,Gainesville,Florida,missjadejolie,QueenJadeJolie
52,Alyssa Edwards,5,4,6,WIN,Black Swan: Why It Gotta Be Black?,2013-02-18,Competition,Dancing,5,32,Mesquite,Texas,alyssaedwards_1,AlyssaEdwards_1
53,Jinkx Monsoon,5,4,1,HIGH,Black Swan: Why It Gotta Be Black?,2013-02-18,Competition,Dancing,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
55,Vivienne Pinay,5,4,10,ELIM,Black Swan: Why It Gotta Be Black?,2013-02-18,Competition,Dancing,8,26,New York,New York,viviennepinay,ViviennePinay
56,Alaska,5,4,2,SAFE,Black Swan: Why It Gotta Be Black?,2013-02-18,Competition,Dancing,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
57,Honey Mahogany,5,4,10,ELIM,Black Swan: Why It Gotta Be Black?,2013-02-18,Competition,Dancing,10,29,San Francisco,California,honeymahogany,honeymahogany
58,Ivy Winters,5,4,7,HIGH,Black Swan: Why It Gotta Be Black?,2013-02-18,Competition,Dancing,11,22,Greenville,Michigan,ivy_winters,Ivy_Winters
60,Lineysha Sparx,5,4,9,SAFE,Black Swan: Why It Gotta Be Black?,2013-02-18,Competition,Dancing,13,24,San Juan,Puerto Rico,lineyshasparx,LineyshaSparx
61,Coco Montrese,5,4,5,SAFE,Black Swan: Why It Gotta Be Black?,2013-02-18,Competition,Dancing,14,37,Las Vegas,Nevada,theonlycocomontrese,cocomontrese
48,Detox,5,5,4,BTM2,Snatch Game,2013-02-25,Competition,Snatch Game,1,27,Los Angeles,California,theonlydetox,TheOnlyDetox
49,Roxxxy Andrews,5,5,2,HIGH,Snatch Game,2013-02-25,Competition,Snatch Game,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
50,Jade Jolie,5,5,8,SAFE,Snatch Game,2013-02-25,Competition,Snatch Game,3,25,Gainesville,Florida,missjadejolie,QueenJadeJolie
52,Alyssa Edwards,5,5,6,SAFE,Snatch Game,2013-02-25,Competition,Snatch Game,5,32,Mesquite,Texas,alyssaedwards_1,AlyssaEdwards_1
53,Jinkx Monsoon,5,5,1,WIN,Snatch Game,2013-02-25,Competition,Snatch Game,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
56,Alaska,5,5,2,HIGH,Snatch Game,2013-02-25,Competition,Snatch Game,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
58,Ivy Winters,5,5,7,LOW,Snatch Game,2013-02-25,Competition,Snatch Game,11,22,Greenville,Michigan,ivy_winters,Ivy_Winters
60,Lineysha Sparx,5,5,9,ELIM,Snatch Game,2013-02-25,Competition,Snatch Game,13,24,San Juan,Puerto Rico,lineyshasparx,LineyshaSparx
61,Coco Montrese,5,5,5,SAFE,Snatch Game,2013-02-25,Competition,Snatch Game,14,37,Las Vegas,Nevada,theonlycocomontrese,cocomontrese
48,Detox,5,6,4,SAFE,Can I Get An Amen?,2013-03-04,Competition,Singing,1,27,Los Angeles,California,theonlydetox,TheOnlyDetox
49,Roxxxy Andrews,5,6,2,HIGH,Can I Get An Amen?,2013-03-04,Competition,Singing,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
50,Jade Jolie,5,6,8,ELIM,Can I Get An Amen?,2013-03-04,Competition,Singing,3,25,Gainesville,Florida,missjadejolie,QueenJadeJolie
52,Alyssa Edwards,5,6,6,LOW,Can I Get An Amen?,2013-03-04,Competition,Singing,5,32,Mesquite,Texas,alyssaedwards_1,AlyssaEdwards_1
53,Jinkx Monsoon,5,6,1,HIGH,Can I Get An Amen?,2013-03-04,Competition,Singing,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
56,Alaska,5,6,2,SAFE,Can I Get An Amen?,2013-03-04,Competition,Singing,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
58,Ivy Winters,5,6,7,WIN,Can I Get An Amen?,2013-03-04,Competition,Singing,11,22,Greenville,Michigan,ivy_winters,Ivy_Winters
61,Coco Montrese,5,6,5,BTM2,Can I Get An Amen?,2013-03-04,Competition,Singing,14,37,Las Vegas,Nevada,theonlycocomontrese,cocomontrese
48,Detox,5,7,4,SAFE,RuPaul Roast,2013-03-11,Competition,Comedy,1,27,Los Angeles,California,theonlydetox,TheOnlyDetox
49,Roxxxy Andrews,5,7,2,BTM2,RuPaul Roast,2013-03-11,Competition,Comedy,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
52,Alyssa Edwards,5,7,6,BTM2,RuPaul Roast,2013-03-11,Competition,Comedy,5,32,Mesquite,Texas,alyssaedwards_1,AlyssaEdwards_1
53,Jinkx Monsoon,5,7,1,HIGH,RuPaul Roast,2013-03-11,Competition,Comedy,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
56,Alaska,5,7,2,HIGH,RuPaul Roast,2013-03-11,Competition,Comedy,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
58,Ivy Winters,5,7,7,LOW,RuPaul Roast,2013-03-11,Competition,Comedy,11,22,Greenville,Michigan,ivy_winters,Ivy_Winters
61,Coco Montrese,5,7,5,WIN,RuPaul Roast,2013-03-11,Competition,Comedy,14,37,Las Vegas,Nevada,theonlycocomontrese,cocomontrese
48,Detox,5,8,4,HIGH,Scent of a Drag Queen,2013-03-18,Competition,Commercial,1,27,Los Angeles,California,theonlydetox,TheOnlyDetox
49,Roxxxy Andrews,5,8,2,LOW,Scent of a Drag Queen,2013-03-18,Competition,Commercial,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
52,Alyssa Edwards,5,8,6,BTM2,Scent of a Drag Queen,2013-03-18,Competition,Commercial,5,32,Mesquite,Texas,alyssaedwards_1,AlyssaEdwards_1
53,Jinkx Monsoon,5,8,1,HIGH,Scent of a Drag Queen,2013-03-18,Competition,Commercial,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
56,Alaska,5,8,2,WIN,Scent of a Drag Queen,2013-03-18,Competition,Commercial,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
58,Ivy Winters,5,8,7,ELIM,Scent of a Drag Queen,2013-03-18,Competition,Commercial,11,22,Greenville,Michigan,ivy_winters,Ivy_Winters
61,Coco Montrese,5,8,5,SAFE,Scent of a Drag Queen,2013-03-18,Competition,Commercial,14,37,Las Vegas,Nevada,theonlycocomontrese,cocomontrese
48,Detox,5,9,4,LOW,Drama Queens,2013-04-01,Competition,Acting,1,27,Los Angeles,California,theonlydetox,TheOnlyDetox
49,Roxxxy Andrews,5,9,2,HIGH,Drama Queens,2013-04-01,Competition,Acting,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
52,Alyssa Edwards,5,9,6,ELIM,Drama Queens,2013-04-01,Competition,Acting,5,32,Mesquite,Texas,alyssaedwards_1,AlyssaEdwards_1
53,Jinkx Monsoon,5,9,1,WIN,Drama Queens,2013-04-01,Competition,Acting,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
56,Alaska,5,9,2,HIGH,Drama Queens,2013-04-01,Competition,Acting,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
61,Coco Montrese,5,9,5,BTM2,Drama Queens,2013-04-01,Competition,Acting,14,37,Las Vegas,Nevada,theonlycocomontrese,cocomontrese
48,Detox,5,10,4,BTM2,Super Troopers,2013-04-08,Competition,Makeover,1,27,Los Angeles,California,theonlydetox,TheOnlyDetox
49,Roxxxy Andrews,5,10,2,WIN,Super Troopers,2013-04-08,Competition,Makeover,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
53,Jinkx Monsoon,5,10,1,HIGH,Super Troopers,2013-04-08,Competition,Makeover,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
56,Alaska,5,10,2,LOW,Super Troopers,2013-04-08,Competition,Makeover,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
61,Coco Montrese,5,10,5,ELIM,Super Troopers,2013-04-08,Competition,Makeover,14,37,Las Vegas,Nevada,theonlycocomontrese,cocomontrese
48,Detox,5,11,4,ELIM,Sugar Ball,2013-04-15,Competition,Ball,1,27,Los Angeles,California,theonlydetox,TheOnlyDetox
49,Roxxxy Andrews,5,11,2,HIGH,Sugar Ball,2013-04-15,Competition,Ball,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
53,Jinkx Monsoon,5,11,1,BTM2,Sugar Ball,2013-04-15,Competition,Ball,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
56,Alaska,5,11,2,WIN,Sugar Ball,2013-04-15,Competition,Ball,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
49,Roxxxy Andrews,5,12,2,SAFE,"The Final Three, Hunty",2013-04-22,Competition,Music Video,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
53,Jinkx Monsoon,5,12,1,SAFE,"The Final Three, Hunty",2013-04-22,Competition,Music Video,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
56,Alaska,5,12,2,SAFE,"The Final Three, Hunty",2013-04-22,Competition,Music Video,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
48,Detox,5,14,4,Guest,Reunited!,2013-05-06,Reunion,,1,27,Los Angeles,California,theonlydetox,TheOnlyDetox
49,Roxxxy Andrews,5,14,2,Runner-up,Reunited!,2013-05-06,Reunion,,2,28,Orlando,Florida,roxxxyandrews,RoxxxyAndrews
50,Jade Jolie,5,14,8,Guest,Reunited!,2013-05-06,Reunion,,3,25,Gainesville,Florida,missjadejolie,QueenJadeJolie
51,Serena ChaCha,5,14,13,Guest,Reunited!,2013-05-06,Reunion,,4,21,Tallahassee,Florida,myron.morgan,SerenaChaCha
52,Alyssa Edwards,5,14,6,Guest,Reunited!,2013-05-06,Reunion,,5,32,Mesquite,Texas,alyssaedwards_1,AlyssaEdwards_1
53,Jinkx Monsoon,5,14,1,Winner,Reunited!,2013-05-06,Reunion,,6,24,Seattle,Washington,thejinkx,JinkxMonsoon
54,Penny Tration,5,14,14,Guest,Reunited!,2013-05-06,Reunion,,7,39,Cincinnati,Ohio,misspennytration,PennyTration
55,Vivienne Pinay,5,14,10,Guest,Reunited!,2013-05-06,Reunion,,8,26,New York,New York,viviennepinay,ViviennePinay
56,Alaska,5,14,2,Runner-up,Reunited!,2013-05-06,Reunion,,9,27,Pittsburgh,Pennsylvania,theonlyalaska5000,Alaska5000
57,Honey Mahogany,5,14,10,Guest,Reunited!,2013-05-06,Reunion,,10,29,San Francisco,California,honeymahogany,honeymahogany
58,Ivy Winters,5,14,7,Miss C,Reunited!,2013-05-06,Reunion,,11,22,Greenville,Michigan,ivy_winters,Ivy_Winters
59,Monica Beverly Hillz,5,14,12,Guest,Reunited!,2013-05-06,Reunion,,12,27,Owensboro,Kentucky,monicabhillz,MonicaBHillz
60,Lineysha Sparx,5,14,9,Guest,Reunited!,2013-05-06,Reunion,,13,24,San Juan,Puerto Rico,lineyshasparx,LineyshaSparx
61,Coco Montrese,5,14,5,Guest,Reunited!,2013-05-06,Reunion,,14,37,Las Vegas,Nevada,theonlycocomontrese,cocomontrese
62,Adore Delano,6,1,2,LOW,RuPauls Big Opening,2014-02-24,Competition,Sewing,1,23,Azusa,California,adoredelano,AdoreDelano
63,BenDeLaCreme,6,1,5,WIN,RuPauls Big Opening,2014-02-24,Competition,Sewing,2,31,Seattle,Washington,bendelacreme,bendelacreme
64,Gia Gunn,6,1,10,SAFE,RuPauls Big Opening,2014-02-24,Competition,Sewing,3,23,Chicago,Illinois,gia_gunn,GiaGunn
65,Laganja Estranja,6,1,8,SAFE,RuPauls Big Opening,2014-02-24,Competition,Sewing,4,24,Van Nuys,California,laganjaestranja,LaganjaEstranja
66,April Carrión,6,1,11,HIGH,RuPauls Big Opening,2014-02-24,Competition,Sewing,5,24,Guaynabo,Puerto Rico,aprilcarrion,ApriLcarrion
67,Kelly Mantle,6,1,13,ELIM,RuPauls Big Opening,2014-02-24,Competition,Sewing,6,36,Los Angeles,California,kellymantle,thekellymantle
68,Vivacious,6,1,12,BTM2,RuPauls Big Opening,2014-02-24,Competition,Sewing,7,40,New York,New York,vivaciousnyc,VivaciousNYC
69,Bianca Del Rio,6,2,1,WIN,RuPauls Big Opening Part 2,2014-03-03,Competition,Sewing,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
70,Trinity K. Bonet,6,2,7,HIGH,RuPauls Big Opening Part 2,2014-03-03,Competition,Sewing,9,22,Atlanta,Georgia,trinitykbonet,trinitykbonet
71,Joslyn Fox,6,2,6,LOW,RuPauls Big Opening Part 2,2014-03-03,Competition,Sewing,10,26,Worcester,Massachusetts,joslynfox,Joslyn_Fox
72,Milk,6,2,9,HIGH,RuPauls Big Opening Part 2,2014-03-03,Competition,Sewing,11,25,New York,New York,bigandmilky,bigandmilky
73,Magnolia Crawford,6,2,13,ELIM,RuPauls Big Opening Part 2,2014-03-03,Competition,Sewing,12,28,Seattle,Washington,magnoliaisme,magnoliaisme
74,Courtney Act,6,2,2,SAFE,RuPauls Big Opening Part 2,2014-03-03,Competition,Sewing,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,2,4,BTM2,RuPauls Big Opening Part 2,2014-03-03,Competition,Sewing,14,41,Rochester,New York,dariennelake,dariennelake
62,Adore Delano,6,3,2,LOW,Scream Queens,2014-03-10,Competition,Acting,1,23,Azusa,California,adoredelano,AdoreDelano
63,BenDeLaCreme,6,3,5,SAFE,Scream Queens,2014-03-10,Competition,Acting,2,31,Seattle,Washington,bendelacreme,bendelacreme
64,Gia Gunn,6,3,10,SAFE,Scream Queens,2014-03-10,Competition,Acting,3,23,Chicago,Illinois,gia_gunn,GiaGunn
65,Laganja Estranja,6,3,8,SAFE,Scream Queens,2014-03-10,Competition,Acting,4,24,Van Nuys,California,laganjaestranja,LaganjaEstranja
66,April Carrión,6,3,11,BTM2,Scream Queens,2014-03-10,Competition,Acting,5,24,Guaynabo,Puerto Rico,aprilcarrion,ApriLcarrion
68,Vivacious,6,3,12,ELIM,Scream Queens,2014-03-10,Competition,Acting,7,40,New York,New York,vivaciousnyc,VivaciousNYC
69,Bianca Del Rio,6,3,1,HIGH,Scream Queens,2014-03-10,Competition,Acting,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
70,Trinity K. Bonet,6,3,7,HIGH,Scream Queens,2014-03-10,Competition,Acting,9,22,Atlanta,Georgia,trinitykbonet,trinitykbonet
71,Joslyn Fox,6,3,6,HIGH,Scream Queens,2014-03-10,Competition,Acting,10,26,Worcester,Massachusetts,joslynfox,Joslyn_Fox
72,Milk,6,3,9,HIGH,Scream Queens,2014-03-10,Competition,Acting,11,25,New York,New York,bigandmilky,bigandmilky
74,Courtney Act,6,3,2,HIGH,Scream Queens,2014-03-10,Competition,Acting,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,3,4,WIN,Scream Queens,2014-03-10,Competition,Acting,14,41,Rochester,New York,dariennelake,dariennelake
62,Adore Delano,6,4,2,HIGH,Shade: The Rusical,2014-03-17,Competition,Musical,1,23,Azusa,California,adoredelano,AdoreDelano
63,BenDeLaCreme,6,4,5,HIGH,Shade: The Rusical,2014-03-17,Competition,Musical,2,31,Seattle,Washington,bendelacreme,bendelacreme
64,Gia Gunn,6,4,10,SAFE,Shade: The Rusical,2014-03-17,Competition,Musical,3,23,Chicago,Illinois,gia_gunn,GiaGunn
65,Laganja Estranja,6,4,8,SAFE,Shade: The Rusical,2014-03-17,Competition,Musical,4,24,Van Nuys,California,laganjaestranja,LaganjaEstranja
66,April Carrión,6,4,11,ELIM,Shade: The Rusical,2014-03-17,Competition,Musical,5,24,Guaynabo,Puerto Rico,aprilcarrion,ApriLcarrion
69,Bianca Del Rio,6,4,1,SAFE,Shade: The Rusical,2014-03-17,Competition,Musical,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
70,Trinity K. Bonet,6,4,7,BTM2,Shade: The Rusical,2014-03-17,Competition,Musical,9,22,Atlanta,Georgia,trinitykbonet,trinitykbonet
71,Joslyn Fox,6,4,6,SAFE,Shade: The Rusical,2014-03-17,Competition,Musical,10,26,Worcester,Massachusetts,joslynfox,Joslyn_Fox
72,Milk,6,4,9,SAFE,Shade: The Rusical,2014-03-17,Competition,Musical,11,25,New York,New York,bigandmilky,bigandmilky
74,Courtney Act,6,4,2,WIN,Shade: The Rusical,2014-03-17,Competition,Musical,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,4,4,LOW,Shade: The Rusical,2014-03-17,Competition,Musical,14,41,Rochester,New York,dariennelake,dariennelake
62,Adore Delano,6,5,2,HIGH,Snatch Game,2014-03-24,Competition,Snatch Game,1,23,Azusa,California,adoredelano,AdoreDelano
63,BenDeLaCreme,6,5,5,WIN,Snatch Game,2014-03-24,Competition,Snatch Game,2,31,Seattle,Washington,bendelacreme,bendelacreme
64,Gia Gunn,6,5,10,ELIM,Snatch Game,2014-03-24,Competition,Snatch Game,3,23,Chicago,Illinois,gia_gunn,GiaGunn
65,Laganja Estranja,6,5,8,BTM2,Snatch Game,2014-03-24,Competition,Snatch Game,4,24,Van Nuys,California,laganjaestranja,LaganjaEstranja
69,Bianca Del Rio,6,5,1,HIGH,Snatch Game,2014-03-24,Competition,Snatch Game,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
70,Trinity K. Bonet,6,5,7,SAFE,Snatch Game,2014-03-24,Competition,Snatch Game,9,22,Atlanta,Georgia,trinitykbonet,trinitykbonet
71,Joslyn Fox,6,5,6,SAFE,Snatch Game,2014-03-24,Competition,Snatch Game,10,26,Worcester,Massachusetts,joslynfox,Joslyn_Fox
72,Milk,6,5,9,LOW,Snatch Game,2014-03-24,Competition,Snatch Game,11,25,New York,New York,bigandmilky,bigandmilky
74,Courtney Act,6,5,2,SAFE,Snatch Game,2014-03-24,Competition,Snatch Game,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,5,4,SAFE,Snatch Game,2014-03-24,Competition,Snatch Game,14,41,Rochester,New York,dariennelake,dariennelake
62,Adore Delano,6,6,2,WIN,Oh No She Betta Don't,2014-03-31,Competition,Singing,1,23,Azusa,California,adoredelano,AdoreDelano
63,BenDeLaCreme,6,6,5,SAFE,Oh No She Betta Don't,2014-03-31,Competition,Singing,2,31,Seattle,Washington,bendelacreme,bendelacreme
65,Laganja Estranja,6,6,8,SAFE,Oh No She Betta Don't,2014-03-31,Competition,Singing,4,24,Van Nuys,California,laganjaestranja,LaganjaEstranja
69,Bianca Del Rio,6,6,1,HIGH,Oh No She Betta Don't,2014-03-31,Competition,Singing,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
70,Trinity K. Bonet,6,6,7,BTM2,Oh No She Betta Don't,2014-03-31,Competition,Singing,9,22,Atlanta,Georgia,trinitykbonet,trinitykbonet
71,Joslyn Fox,6,6,6,HIGH,Oh No She Betta Don't,2014-03-31,Competition,Singing,10,26,Worcester,Massachusetts,joslynfox,Joslyn_Fox
72,Milk,6,6,9,ELIM,Oh No She Betta Don't,2014-03-31,Competition,Singing,11,25,New York,New York,bigandmilky,bigandmilky
74,Courtney Act,6,6,2,SAFE,Oh No She Betta Don't,2014-03-31,Competition,Singing,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,6,4,LOW,Oh No She Betta Don't,2014-03-31,Competition,Singing,14,41,Rochester,New York,dariennelake,dariennelake
62,Adore Delano,6,7,2,WIN,Glamazon by Colorevolution,2014-04-07,Competition,Commercial,1,23,Azusa,California,adoredelano,AdoreDelano
63,BenDeLaCreme,6,7,5,BTM2,Glamazon by Colorevolution,2014-04-07,Competition,Commercial,2,31,Seattle,Washington,bendelacreme,bendelacreme
65,Laganja Estranja,6,7,8,WIN,Glamazon by Colorevolution,2014-04-07,Competition,Commercial,4,24,Van Nuys,California,laganjaestranja,LaganjaEstranja
69,Bianca Del Rio,6,7,1,HIGH,Glamazon by Colorevolution,2014-04-07,Competition,Commercial,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
70,Trinity K. Bonet,6,7,7,HIGH,Glamazon by Colorevolution,2014-04-07,Competition,Commercial,9,22,Atlanta,Georgia,trinitykbonet,trinitykbonet
71,Joslyn Fox,6,7,6,LOW,Glamazon by Colorevolution,2014-04-07,Competition,Commercial,10,26,Worcester,Massachusetts,joslynfox,Joslyn_Fox
74,Courtney Act,6,7,2,LOW,Glamazon by Colorevolution,2014-04-07,Competition,Commercial,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,7,4,BTM2,Glamazon by Colorevolution,2014-04-07,Competition,Commercial,14,41,Rochester,New York,dariennelake,dariennelake
62,Adore Delano,6,8,2,SAFE,Drag Queens of Comedy,2014-04-07,Competition,Comedy,1,23,Azusa,California,adoredelano,AdoreDelano
63,BenDeLaCreme,6,8,5,LOW,Drag Queens of Comedy,2014-04-07,Competition,Comedy,2,31,Seattle,Washington,bendelacreme,bendelacreme
65,Laganja Estranja,6,8,8,ELIM,Drag Queens of Comedy,2014-04-07,Competition,Comedy,4,24,Van Nuys,California,laganjaestranja,LaganjaEstranja
69,Bianca Del Rio,6,8,1,WIN,Drag Queens of Comedy,2014-04-07,Competition,Comedy,8,37,New Orleans,Louisiana,thebiancadelrio,TheBiancaDelRio
70,Trinity K. Bonet,6,8,7,HIGH,Drag Queens of Comedy,2014-04-07,Competition,Comedy,9,22,Atlanta,Georgia,trinitykbonet,trinitykbonet
71,Joslyn Fox,6,8,6,BTM2,Drag Queens of Comedy,2014-04-07,Competition,Comedy,10,26,Worcester,Massachusetts,joslynfox,Joslyn_Fox
74,Courtney Act,6,8,2,SAFE,Drag Queens of Comedy,2014-04-07,Competition,Comedy,13,31,West Hollywood,California,courtneyact,courtneyact
75,Darienne Lake,6,8,4,HIGH,Drag Queens of Comedy,2014-04-07,Competition,Comedy,14,41,Rochester,New York,dariennelake,dariennelake
62,Adore Delano,6,9,2,BTM2,Drag Queens of Talk,2014-04-14,Competition,Talk Show,1,23,Azusa,California,adoredelano,AdoreDelano
63,BenDeLaCreme,6,9,5,HIGH,Drag Queens of Talk,2014-04-14,Competition,Talk Show,2,31,Seattle,Washington,bendelacreme,bendelacreme
