contestant_id,contestant_name,season_number,episode_number,season_outcome,episode_placement,episode_title,episode_airdate,episode_type,episode_maxi_challenge_type,contestant_entrance,age,hometown_city,hometown_state,handle_instagram,handle_twitter
95,Robbie Turner,8,3,7,BTM2,RuCo's Empire,2016-03-21,Competition,Acting,6,33,Seattle,Washington,therobbieturner,TheRobbieTurner
96,Kim Chi,8,3,2,SAFE,RuCo's Empire,2016-03-21,Competition,Acting,7,27,Chicago,Illinois,kimchi_chic,KimChi_Chic
97,Thorgy Thor,8,3,6,HIGH,RuCo's Empire,2016-03-21,Competition,Acting,8,31,Brooklyn,New York,thorgythor,ThorgyThor
98,Bob the Drag Queen,8,3,1,WIN,RuCo's Empire,2016-03-21,Competition,Acting,9,29,New York,New York,bobthedragqueen,thatonequeen
100,Chi Chi DeVayne,8,3,4,SAFE,RuCo's Empire,2016-03-21,Competition,Acting,11,29,Shreveport,Louisiana,chichidevayneofficial,ChiChiDeVayne
101,Derrick Barry,8,3,5,LOW,RuCo's Empire,2016-03-21,Competition,Acting,12,32,Las Vegas,Nevada,derrickbarry,DerrickBarry
90,Naomi Smalls,8,4,2,HIGH,New Wave Queens,2016-03-28,Competition,Singing,1,21,Redlands,California,naomismalls,naomismallsduh
93,Naysha Lopez,8,4,9,ELIM,New Wave Queens,2016-03-28,Competition,Singing,4,31,Chicago,Illinois,nayshalopez,nayshalopez
94,Acid Betty,8,4,8,SAFE,New Wave Queens,2016-03-28,Competition,Singing,5,37,Brooklyn,New York,acidbetty,acidbettyrocks
95,Robbie Turner,8,4,7,WIN,New Wave Queens,2016-03-28,Competition,Singing,6,33,Seattle,Washington,therobbieturner,TheRobbieTurner
96,Kim Chi,8,4,2,HIGH,New Wave Queens,2016-03-28,Competition,Singing,7,27,Chicago,Illinois,kimchi_chic,KimChi_Chic
97,Thorgy Thor,8,4,6,SAFE,New Wave Queens,2016-03-28,Competition,Singing,8,31,Brooklyn,New York,thorgythor,ThorgyThor
98,Bob the Drag Queen,8,4,1,SAFE,New Wave Queens,2016-03-28,Competition,Singing,9,29,New York,New York,bobthedragqueen,thatonequeen
100,Chi Chi DeVayne,8,4,4,BTM2,New Wave Queens,2016-03-28,Competition,Singing,11,29,Shreveport,Louisiana,chichidevayneofficial,ChiChiDeVayne
101,Derrick Barry,8,4,5,LOW,New Wave Queens,2016-03-28,Competition,Singing,12,32,Las Vegas,Nevada,derrickbarry,DerrickBarry
90,Naomi Smalls,8,5,2,BTM2,Supermodel Snatch Game,2016-04-04,Competition,Snatch Game,1,21,Redlands,California,naomismalls,naomismallsduh
94,Acid Betty,8,5,8,ELIM,Supermodel Snatch Game,2016-04-04,Competition,Snatch Game,5,37,Brooklyn,New York,acidbetty,acidbettyrocks
95,Robbie Turner,8,5,7,LOW,Supermodel Snatch Game,2016-04-04,Competition,Snatch Game,6,33,Seattle,Washington,therobbieturner,TheRobbieTurner
96,Kim Chi,8,5,2,SAFE,Supermodel Snatch Game,2016-04-04,Competition,Snatch Game,7,27,Chicago,Illinois,kimchi_chic,KimChi_Chic
97,Thorgy Thor,8,5,6,HIGH,Supermodel Snatch Game,2016-04-04,Competition,Snatch Game,8,31,Brooklyn,New York,thorgythor,ThorgyThor
98,Bob the Drag Queen,8,5,1,WIN,Supermodel Snatch Game,2016-04-04,Competition,Snatch Game,9,29,New York,New York,bobthedragqueen,thatonequeen
100,Chi Chi DeVayne,8,5,4,SAFE,Supermodel Snatch Game,2016-04-04,Competition,Snatch Game,11,29,Shreveport,Louisiana,chichidevayneofficial,ChiChiDeVayne
101,Derrick Barry,8,5,5,HIGH,Supermodel Snatch Game,2016-04-04,Competition,Snatch Game,12,32,Las Vegas,Nevada,derrickbarry,DerrickBarry
90,Naomi Smalls,8,6,2,WIN,Wizards of Drag,2016-04-11,Competition,Makeover,1,21,Redlands,California,naomismalls,naomismallsduh
95,Robbie Turner,8,6,7,ELIM,Wizards of Drag,2016-04-11,Competition,Makeover,6,33,Seattle,Washington,therobbieturner,TheRobbieTurner
96,Kim Chi,8,6,2,HIGH,Wizards of Drag,2016-04-11,Competition,Makeover,7,27,Chicago,Illinois,kimchi_chic,KimChi_Chic
97,Thorgy Thor,8,6,6,SAFE,Wizards of Drag,2016-04-11,Competition,Makeover,8,31,Brooklyn,New York,thorgythor,ThorgyThor
98,Bob the Drag Queen,8,6,1,SAFE,Wizards of Drag,2016-04-11,Competition,Makeover,9,29,New York,New York,bobthedragqueen,thatonequeen
100,Chi Chi DeVayne,8,6,4,LOW,Wizards of Drag,2016-04-11,Competition,Makeover,11,29,Shreveport,Louisiana,chichidevayneofficial,ChiChiDeVayne
101,Derrick Barry,8,6,5,BTM2,Wizards of Drag,2016-04-11,Competition,Makeover,12,32,Las Vegas,Nevada,derrickbarry,DerrickBarry
90,Naomi Smalls,8,7,2,SAFE,Shady Politics,2016-04-18,Competition,Acting,1,21,Redlands,California,naomismalls,naomismallsduh
96,Kim Chi,8,7,2,SAFE,Shady Politics,2016-04-18,Competition,Acting,7,27,Chicago,Illinois,kimchi_chic,KimChi_Chic
97,Thorgy Thor,8,7,6,ELIM,Shady Politics,2016-04-18,Competition,Acting,8,31,Brooklyn,New York,thorgythor,ThorgyThor
98,Bob the Drag Queen,8,7,1,WIN,Shady Politics,2016-04-18,Competition,Acting,9,29,New York,New York,bobthedragqueen,thatonequeen
100,Chi Chi DeVayne,8,7,4,BTM2,Shady Politics,2016-04-18,Competition,Acting,11,29,Shreveport,Louisiana,chichidevayneofficial,ChiChiDeVayne
101,Derrick Barry,8,7,5,WIN,Shady Politics,2016-04-18,Competition,Acting,12,32,Las Vegas,Nevada,derrickbarry,DerrickBarry
90,Naomi Smalls,8,8,2,HIGH,RuPaul Book Ball,2016-04-25,Competition,Ball,1,21,Redlands,California,naomismalls,naomismallsduh
96,Kim Chi,8,8,2,WIN,RuPaul Book Ball,2016-04-25,Competition,Ball,7,27,Chicago,Illinois,kimchi_chic,KimChi_Chic
98,Bob the Drag Queen,8,8,1,BTM2,RuPaul Book Ball,2016-04-25,Competition,Ball,9,29,New York,New York,bobthedragqueen,thatonequeen
100,Chi Chi DeVayne,8,8,4,HIGH,RuPaul Book Ball,2016-04-25,Competition,Ball,11,29,Shreveport,Louisiana,chichidevayneofficial,ChiChiDeVayne
101,Derrick Barry,8,8,5,ELIM,RuPaul Book Ball,2016-04-25,Competition,Ball,12,32,Las Vegas,Nevada,derrickbarry,DerrickBarry
90,Naomi Smalls,8,9,2,SAFE,The Realness,2016-05-02,Competition,Music Video,1,21,Redlands,California,naomismalls,naomismallsduh
96,Kim Chi,8,9,2,SAFE,The Realness,2016-05-02,Competition,Music Video,7,27,Chicago,Illinois,kimchi_chic,KimChi_Chic
98,Bob the Drag Queen,8,9,1,SAFE,The Realness,2016-05-02,Competition,Music Video,9,29,New York,New York,bobthedragqueen,thatonequeen
100,Chi Chi DeVayne,8,9,4,ELIM,The Realness,2016-05-02,Competition,Music Video,11,29,Shreveport,Louisiana,chichidevayneofficial,ChiChiDeVayne
90,Naomi Smalls,8,10,2,Runner-up,Grand Finale,2016-05-16,Finale,,1,21,Redlands,California,naomismalls,naomismallsduh
91,Cynthia Lee Fontaine,8,10,10,Miss C,Grand Finale,2016-05-16,Finale,,2,34,Austin,Texas,cynthialeefontaine,lee_fontaine
92,Dax ExclamationPoint,8,10,11,Guest,Grand Finale,2016-05-16,Finale,,3,31,Savannah,Georgia,daxclamation,Daxclamation
93,Naysha Lopez,8,10,9,Guest,Grand Finale,2016-05-16,Finale,,4,31,Chicago,Illinois,nayshalopez,nayshalopez
94,Acid Betty,8,10,8,Guest,Grand Finale,2016-05-16,Finale,,5,37,Brooklyn,New York,acidbetty,acidbettyrocks
95,Robbie Turner,8,10,7,Guest,Grand Finale,2016-05-16,Finale,,6,33,Seattle,Washington,therobbieturner,TheRobbieTurner
96,Kim Chi,8,10,2,Runner-up,Grand Finale,2016-05-16,Finale,,7,27,Chicago,Illinois,kimchi_chic,KimChi_Chic
97,Thorgy Thor,8,10,6,Guest,Grand Finale,2016-05-16,Finale,,8,31,Brooklyn,New York,thorgythor,ThorgyThor
98,Bob the Drag Queen,8,10,1,Winner,Grand Finale,2016-05-16,Finale,,9,29,New York,New York,bobthedragqueen,thatonequeen
99,Laila McQueen,8,10,11,Guest,Grand Finale,2016-05-16,Finale,,10,22,Gloucester,Massachusetts,misslailamcqueen,LailaMcQueen
100,Chi Chi DeVayne,8,10,4,Guest,Grand Finale,2016-05-16,Finale,,11,29,Shreveport,Louisiana,chichidevayneofficial,ChiChiDeVayne
101,Derrick Barry,8,10,5,Guest,Grand Finale,2016-05-16,Finale,,12,32,Las Vegas,Nevada,derrickbarry,DerrickBarry
102,Peppermint,9,1,2,SAFE,Oh. My. Gaga!,2017-03-24,Competition,Runway,1,37,New York,New York,peppermint247,Peppermint247
103,Valentina,9,1,7,SAFE,Oh. My. Gaga!,2017-03-24,Competition,Runway,2,25,Echo Park,California,allaboutvalentina,AllOfValentina
104,Eureka,9,1,11,HIGH,Oh. My. Gaga!,2017-03-24,Competition,Runway,3,25,Johnson City,Tennessee,eurekaohara,eurekaohara
105,Charlie Hides,9,1,12,SAFE,Oh. My. Gaga!,2017-03-24,Competition,Runway,4,52,Boston,Massachusetts,charliehidestv,charliehidestv
106,Farrah Moan,9,1,8,SAFE,Oh. My. Gaga!,2017-03-24,Competition,Runway,5,23,Las Vegas,Nevada,farrahrized,farrahrized
107,Sasha Velour,9,1,1,HIGH,Oh. My. Gaga!,2017-03-24,Competition,Runway,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,1,5,SAFE,Oh. My. Gaga!,2017-03-24,Competition,Runway,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,1,3,SAFE,Oh. My. Gaga!,2017-03-24,Competition,Runway,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,1,3,SAFE,Oh. My. Gaga!,2017-03-24,Competition,Runway,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
111,Kimora Blac,9,1,13,SAFE,Oh. My. Gaga!,2017-03-24,Competition,Runway,10,27,Las Vegas,Nevada,kimorablac,kimorablac
112,Jaymes Mansfield,9,1,14,SAFE,Oh. My. Gaga!,2017-03-24,Competition,Runway,11,26,Milwaukee,Wisconsin,jaymesmansfield,JaymesMansfield
113,Nina Bo'nina Brown,9,1,6,WIN,Oh. My. Gaga!,2017-03-24,Competition,Runway,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
114,Aja,9,1,9,SAFE,Oh. My. Gaga!,2017-03-24,Competition,Runway,13,22,Brooklyn,New York,ajathekween,ajaqueen
102,Peppermint,9,2,2,SAFE,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,1,37,New York,New York,peppermint247,Peppermint247
103,Valentina,9,2,7,WIN,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,2,25,Echo Park,California,allaboutvalentina,AllOfValentina
104,Eureka,9,2,11,SAFE,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,3,25,Johnson City,Tennessee,eurekaohara,eurekaohara
105,Charlie Hides,9,2,12,LOW,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,4,52,Boston,Massachusetts,charliehidestv,charliehidestv
106,Farrah Moan,9,2,8,SAFE,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,5,23,Las Vegas,Nevada,farrahrized,farrahrized
107,Sasha Velour,9,2,1,SAFE,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,2,5,SAFE,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,2,3,HIGH,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,2,3,HIGH,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
111,Kimora Blac,9,2,13,BTM2,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,10,27,Las Vegas,Nevada,kimorablac,kimorablac
112,Jaymes Mansfield,9,2,14,ELIM,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,11,26,Milwaukee,Wisconsin,jaymesmansfield,JaymesMansfield
113,Nina Bo'nina Brown,9,2,6,SAFE,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
114,Aja,9,2,9,SAFE,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,13,22,Brooklyn,New York,ajathekween,ajaqueen
115,Cynthia Lee Fontaine,9,2,10,SAFE,She Done Already Done Brought It On,2017-03-31,Competition,Dancing,14,35,Austin,Texas,cynthialeefontaine,lee_fontaine
102,Peppermint,9,3,2,HIGH,Draggily Ever After,2017-04-07,Competition,Sewing,1,37,New York,New York,peppermint247,Peppermint247
103,Valentina,9,3,7,HIGH,Draggily Ever After,2017-04-07,Competition,Sewing,2,25,Echo Park,California,allaboutvalentina,AllOfValentina
104,Eureka,9,3,11,SAFE,Draggily Ever After,2017-04-07,Competition,Sewing,3,25,Johnson City,Tennessee,eurekaohara,eurekaohara
105,Charlie Hides,9,3,12,SAFE,Draggily Ever After,2017-04-07,Competition,Sewing,4,52,Boston,Massachusetts,charliehidestv,charliehidestv
106,Farrah Moan,9,3,8,LOW,Draggily Ever After,2017-04-07,Competition,Sewing,5,23,Las Vegas,Nevada,farrahrized,farrahrized
107,Sasha Velour,9,3,1,SAFE,Draggily Ever After,2017-04-07,Competition,Sewing,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,3,5,SAFE,Draggily Ever After,2017-04-07,Competition,Sewing,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,3,3,SAFE,Draggily Ever After,2017-04-07,Competition,Sewing,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,3,3,WIN,Draggily Ever After,2017-04-07,Competition,Sewing,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
111,Kimora Blac,9,3,13,ELIM,Draggily Ever After,2017-04-07,Competition,Sewing,10,27,Las Vegas,Nevada,kimorablac,kimorablac
113,Nina Bo'nina Brown,9,3,6,SAFE,Draggily Ever After,2017-04-07,Competition,Sewing,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
114,Aja,9,3,9,BTM2,Draggily Ever After,2017-04-07,Competition,Sewing,13,22,Brooklyn,New York,ajathekween,ajaqueen
115,Cynthia Lee Fontaine,9,3,10,SAFE,Draggily Ever After,2017-04-07,Competition,Sewing,14,35,Austin,Texas,cynthialeefontaine,lee_fontaine
102,Peppermint,9,4,2,LOW,Good Morning Bitches!,2017-04-14,Competition,Talk Show,1,37,New York,New York,peppermint247,Peppermint247
103,Valentina,9,4,7,HIGH,Good Morning Bitches!,2017-04-14,Competition,Talk Show,2,25,Echo Park,California,allaboutvalentina,AllOfValentina
104,Eureka,9,4,11,SAFE,Good Morning Bitches!,2017-04-14,Competition,Talk Show,3,25,Johnson City,Tennessee,eurekaohara,eurekaohara
105,Charlie Hides,9,4,12,ELIM,Good Morning Bitches!,2017-04-14,Competition,Talk Show,4,52,Boston,Massachusetts,charliehidestv,charliehidestv
106,Farrah Moan,9,4,8,HIGH,Good Morning Bitches!,2017-04-14,Competition,Talk Show,5,23,Las Vegas,Nevada,farrahrized,farrahrized
107,Sasha Velour,9,4,1,WIN,Good Morning Bitches!,2017-04-14,Competition,Talk Show,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,4,5,HIGH,Good Morning Bitches!,2017-04-14,Competition,Talk Show,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,4,3,WIN,Good Morning Bitches!,2017-04-14,Competition,Talk Show,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,4,3,BTM2,Good Morning Bitches!,2017-04-14,Competition,Talk Show,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
113,Nina Bo'nina Brown,9,4,6,SAFE,Good Morning Bitches!,2017-04-14,Competition,Talk Show,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
114,Aja,9,4,9,HIGH,Good Morning Bitches!,2017-04-14,Competition,Talk Show,13,22,Brooklyn,New York,ajathekween,ajaqueen
115,Cynthia Lee Fontaine,9,4,10,SAFE,Good Morning Bitches!,2017-04-14,Competition,Talk Show,14,35,Austin,Texas,cynthialeefontaine,lee_fontaine
102,Peppermint,9,5,2,HIGH,Reality Stars: The Musical,2017-04-21,Competition,Lipsync,1,37,New York,New York,peppermint247,Peppermint247
103,Valentina,9,5,7,SAFE,Reality Stars: The Musical,2017-04-21,Competition,Lipsync,2,25,Echo Park,California,allaboutvalentina,AllOfValentina
104,Eureka,9,5,11,OUT,Reality Stars: The Musical,2017-04-21,Competition,Lipsync,3,25,Johnson City,Tennessee,eurekaohara,eurekaohara
106,Farrah Moan,9,5,8,BTM2,Reality Stars: The Musical,2017-04-21,Competition,Lipsync,5,23,Las Vegas,Nevada,farrahrized,farrahrized
107,Sasha Velour,9,5,1,SAFE,Reality Stars: The Musical,2017-04-21,Competition,Lipsync,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,5,5,HIGH,Reality Stars: The Musical,2017-04-21,Competition,Lipsync,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,5,3,WIN,Reality Stars: The Musical,2017-04-21,Competition,Lipsync,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,5,3,SAFE,Reality Stars: The Musical,2017-04-21,Competition,Lipsync,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
113,Nina Bo'nina Brown,9,5,6,LOW,Reality Stars: The Musical,2017-04-21,Competition,Lipsync,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
114,Aja,9,5,9,SAFE,Reality Stars: The Musical,2017-04-21,Competition,Lipsync,13,22,Brooklyn,New York,ajathekween,ajaqueen
115,Cynthia Lee Fontaine,9,5,10,BTM2,Reality Stars: The Musical,2017-04-21,Competition,Lipsync,14,35,Austin,Texas,cynthialeefontaine,lee_fontaine
102,Peppermint,9,6,2,BTM2,Snatch Game,2017-04-28,Competition,Snatch Game,1,37,New York,New York,peppermint247,Peppermint247
103,Valentina,9,6,7,SAFE,Snatch Game,2017-04-28,Competition,Snatch Game,2,25,Echo Park,California,allaboutvalentina,AllOfValentina
106,Farrah Moan,9,6,8,LOW,Snatch Game,2017-04-28,Competition,Snatch Game,5,23,Las Vegas,Nevada,farrahrized,farrahrized
107,Sasha Velour,9,6,1,HIGH,Snatch Game,2017-04-28,Competition,Snatch Game,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,6,5,WIN,Snatch Game,2017-04-28,Competition,Snatch Game,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,6,3,SAFE,Snatch Game,2017-04-28,Competition,Snatch Game,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,6,3,SAFE,Snatch Game,2017-04-28,Competition,Snatch Game,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
113,Nina Bo'nina Brown,9,6,6,HIGH,Snatch Game,2017-04-28,Competition,Snatch Game,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
114,Aja,9,6,9,SAFE,Snatch Game,2017-04-28,Competition,Snatch Game,13,22,Brooklyn,New York,ajathekween,ajaqueen
115,Cynthia Lee Fontaine,9,6,10,ELIM,Snatch Game,2017-04-28,Competition,Snatch Game,14,35,Austin,Texas,cynthialeefontaine,lee_fontaine
102,Peppermint,9,7,2,SAFE,9021-HO,2017-05-05,Competition,Acting,1,37,New York,New York,peppermint247,Peppermint247
103,Valentina,9,7,7,HIGH,9021-HO,2017-05-05,Competition,Acting,2,25,Echo Park,California,allaboutvalentina,AllOfValentina
106,Farrah Moan,9,7,8,SAFE,9021-HO,2017-05-05,Competition,Acting,5,23,Las Vegas,Nevada,farrahrized,farrahrized
107,Sasha Velour,9,7,1,LOW,9021-HO,2017-05-05,Competition,Acting,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,7,5,SAFE,9021-HO,2017-05-05,Competition,Acting,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,7,3,HIGH,9021-HO,2017-05-05,Competition,Acting,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,7,3,WIN,9021-HO,2017-05-05,Competition,Acting,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
113,Nina Bo'nina Brown,9,7,6,BTM2,9021-HO,2017-05-05,Competition,Acting,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
114,Aja,9,7,9,ELIM,9021-HO,2017-05-05,Competition,Acting,13,22,Brooklyn,New York,ajathekween,ajaqueen
102,Peppermint,9,8,2,WIN,RuPaul Roast,2017-05-12,Competition,Comedy,1,37,New York,New York,peppermint247,Peppermint247
103,Valentina,9,8,7,SAFE,RuPaul Roast,2017-05-12,Competition,Comedy,2,25,Echo Park,California,allaboutvalentina,AllOfValentina
106,Farrah Moan,9,8,8,ELIM,RuPaul Roast,2017-05-12,Competition,Comedy,5,23,Las Vegas,Nevada,farrahrized,farrahrized
107,Sasha Velour,9,8,1,HIGH,RuPaul Roast,2017-05-12,Competition,Comedy,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,8,5,BTM2,RuPaul Roast,2017-05-12,Competition,Comedy,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,8,3,HIGH,RuPaul Roast,2017-05-12,Competition,Comedy,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,8,3,LOW,RuPaul Roast,2017-05-12,Competition,Comedy,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
113,Nina Bo'nina Brown,9,8,6,SAFE,RuPaul Roast,2017-05-12,Competition,Comedy,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
102,Peppermint,9,9,2,HIGH,Your Pilot's On Fire,2017-05-19,Competition,Acting,1,37,New York,New York,peppermint247,Peppermint247
103,Valentina,9,9,7,ELIM,Your Pilot's On Fire,2017-05-19,Competition,Acting,2,25,Echo Park,California,allaboutvalentina,AllOfValentina
107,Sasha Velour,9,9,1,WIN,Your Pilot's On Fire,2017-05-19,Competition,Acting,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,9,5,LOW,Your Pilot's On Fire,2017-05-19,Competition,Acting,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,9,3,WIN,Your Pilot's On Fire,2017-05-19,Competition,Acting,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,9,3,HIGH,Your Pilot's On Fire,2017-05-19,Competition,Acting,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
113,Nina Bo'nina Brown,9,9,6,BTM2,Your Pilot's On Fire,2017-05-19,Competition,Acting,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
102,Peppermint,9,10,2,SAFE,Makeovers: Crew Better Work,2017-05-26,Competition,Makeover,1,37,New York,New York,peppermint247,Peppermint247
107,Sasha Velour,9,10,1,HIGH,Makeovers: Crew Better Work,2017-05-26,Competition,Makeover,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,10,5,LOW,Makeovers: Crew Better Work,2017-05-26,Competition,Makeover,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,10,3,BTM2,Makeovers: Crew Better Work,2017-05-26,Competition,Makeover,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,10,3,WIN,Makeovers: Crew Better Work,2017-05-26,Competition,Makeover,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
113,Nina Bo'nina Brown,9,10,6,ELIM,Makeovers: Crew Better Work,2017-05-26,Competition,Makeover,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
102,Peppermint,9,11,2,BTM2,Gayest Ball Ever,2017-06-02,Competition,Ball,1,37,New York,New York,peppermint247,Peppermint247
107,Sasha Velour,9,11,1,HIGH,Gayest Ball Ever,2017-06-02,Competition,Ball,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,11,5,ELIM,Gayest Ball Ever,2017-06-02,Competition,Ball,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,11,3,WIN,Gayest Ball Ever,2017-06-02,Competition,Ball,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,11,3,LOW,Gayest Ball Ever,2017-06-02,Competition,Ball,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
102,Peppermint,9,12,2,SAFE,Category Is,2017-06-09,Competition,Music Video,1,37,New York,New York,peppermint247,Peppermint247
107,Sasha Velour,9,12,1,SAFE,Category Is,2017-06-09,Competition,Music Video,6,29,Brooklyn,New York,sashavelour,sasha_velour
109,Shea Couleé,9,12,3,SAFE,Category Is,2017-06-09,Competition,Music Video,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,12,3,SAFE,Category Is,2017-06-09,Competition,Music Video,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
102,Peppermint,9,13,2,Guest,Reunited,2017-06-16,Reunion,,1,37,New York,New York,peppermint247,Peppermint247
103,Valentina,9,13,7,Miss C,Reunited,2017-06-16,Reunion,,2,25,Echo Park,California,allaboutvalentina,AllOfValentina
104,Eureka,9,13,11,Guest,Reunited,2017-06-16,Reunion,,3,25,Johnson City,Tennessee,eurekaohara,eurekaohara
105,Charlie Hides,9,13,12,Guest,Reunited,2017-06-16,Reunion,,4,52,Boston,Massachusetts,charliehidestv,charliehidestv
106,Farrah Moan,9,13,8,Guest,Reunited,2017-06-16,Reunion,,5,23,Las Vegas,Nevada,farrahrized,farrahrized
107,Sasha Velour,9,13,1,Guest,Reunited,2017-06-16,Reunion,,6,29,Brooklyn,New York,sashavelour,sasha_velour
108,Alexis Michelle,9,13,5,Guest,Reunited,2017-06-16,Reunion,,7,32,New York,New York,alexislives,AlexisLives
109,Shea Couleé,9,13,3,Guest,Reunited,2017-06-16,Reunion,,8,27,Chicago,Illinois,sheacoulee,SheaCoulee
110,Trinity Taylor,9,13,3,Guest,Reunited,2017-06-16,Reunion,,9,31,Orlando,Florida,trinitythetuck,TrinityTheTuck
111,Kimora Blac,9,13,13,Guest,Reunited,2017-06-16,Reunion,,10,27,Las Vegas,Nevada,kimorablac,kimorablac
112,Jaymes Mansfield,9,13,14,Guest,Reunited,2017-06-16,Reunion,,11,26,Milwaukee,Wisconsin,jaymesmansfield,JaymesMansfield
113,Nina Bo'nina Brown,9,13,6,Guest,Reunited,2017-06-16,Reunion,,12,34,Riverdale,Georgia,nina_bonina_brown,atlsexyslim
114,Aja,9,13,9,Guest,Reunited,2017-06-16,Reunion,,13,22,Brooklyn,New York,ajathekween,ajaqueen
115,Cynthia Lee Fontaine,9,13,10,Guest,Reunited,2017-06-16,Reunion,,14,35,Austin,Texas,cynthialeefontaine,lee_fontaine
102,Peppermint,9,14,2,Runner-up,Grand Finale,2017-06-23,Finale,,1,37,New York,New York,peppermint247,Peppermint247
103,Valentina,9,14,7,Guest,Grand Finale,2017-06-23,Finale,,2,25,Echo Park,California,allaboutvalentina,AllOfValentina
104,Eureka,9,14,11,Guest,Grand Finale,2017-06-23,Finale,,3,25,Johnson City,Tennessee,eurekaohara,eurekaohara
